Symbol,Call/Put,Expiration,Strike Price,Volume,Matched,Routed,Bid Size,Bid Price,Ask Size,Ask Price,Last Price
XBI,C,2025-11-21,115.0000,817,817,0,0,0.0,0,0.0,1.5800
AAPL,P,2025-11-14,267.5000,816,815,1,0,0.0,0,0.0,0.3600
SLV,C,2025-11-28,50.0000,816,816,0,0,0.0,0,0.0,1.1100
PLTR,C,2027-01-15,160.0000,816,816,0,0,0.0,0,0.0,60.6000
TSLA,P,2025-11-14,405.0000,815,815,0,0,0.0,0,0.0,0.5800
QQQ,P,2025-11-12,608.0000,814,813,1,0,0.0,0,0.0,0.0200
NIO,C,2025-12-05,7.0000,813,813,0,0,0.0,0,0.0,0.3000
PLTR,C,2027-01-15,150.0000,813,813,0,0,0.0,0,0.0,65.0700
SPY,P,2025-11-13,674.0000,812,812,0,0,0.0,0,0.0,0.2300
GOOG,C,2025-11-14,295.0000,812,812,0,0,0.0,0,0.0,0.4900
BAC,P,2025-11-14,52.0000,811,811,0,0,0.0,0,0.0,0.0200
MARA,C,2025-11-14,15.0000,811,811,0,0,0.0,0,0.0,0.1500
SILJ,C,2027-01-15,35.0000,810,810,0,0,0.0,0,0.0,2.7000
SILJ,C,2027-01-15,25.0000,810,810,0,0,0.0,0,0.0,5.0000
SLV,C,2026-01-16,50.0000,810,810,0,0,0.0,0,0.0,2.5900
SPX,C,2025-12-19,6850.0000,809,809,0,0,0.0,0,0.0,138.0000
NBIS,C,2026-03-20,95.0000,809,809,0,0,0.0,0,0.0,21.0000
SPXW,C,2025-11-12,6790.0000,808,808,0,0,0.0,0,0.0,54.5100
SPXW,P,2025-11-13,6680.0000,808,808,0,0,0.0,0,0.0,0.5400
AMD,C,2025-11-14,285.0000,807,803,4,0,0.0,0,0.0,0.1200
MRNA,C,2026-01-16,25.0000,806,806,0,0,0.0,0,0.0,4.0000
TSLA,C,2025-11-14,475.0000,805,805,0,0,0.0,0,0.0,0.1400
SQQQ,C,2025-11-21,14.5000,805,805,0,0,0.0,0,0.0,0.3000
CORZ,C,2025-11-21,20.0000,805,805,0,0,0.0,0,0.0,0.1400
SPXW,P,2025-11-12,6895.0000,804,804,0,0,0.0,0,0.0,46.5000
MSTR,C,2025-11-14,260.0000,804,804,0,0,0.0,0,0.0,0.1900
SOFI,C,2025-11-21,34.0000,804,804,0,0,0.0,0,0.0,0.5200
TLT,C,2025-11-14,91.5000,800,800,0,0,0.0,0,0.0,0.0200
BMNR,C,2026-06-18,30.0000,800,800,0,0,0.0,0,0.0,17.9400
SPXW,P,2025-11-19,6850.0000,800,800,0,0,0.0,0,0.0,46.8000
BMNR,C,2026-06-18,35.0000,800,800,0,0,0.0,0,0.0,15.7400
SPXW,P,2025-12-03,5400.0000,799,799,0,0,0.0,0,0.0,1.3000
EFA,P,2025-11-14,91.5000,799,799,0,0,0.0,0,0.0,0.0100
SPX,C,2026-03-20,7500.0000,797,797,0,0,0.0,0,0.0,46.2000
QQQ,C,2025-11-14,623.0000,797,783,14,0,0.0,0,0.0,2.4500
SPY,C,2025-11-21,685.0000,796,782,14,0,0.0,0,0.0,5.1800
SPXW,P,2025-11-14,6845.0000,795,795,0,0,0.0,0,0.0,25.8300
SPY,P,2025-12-19,625.0000,794,794,0,0,0.0,0,0.0,2.2200
IWM,P,2025-11-21,233.0000,794,794,0,0,0.0,0,0.0,0.6000
IBIT,C,2025-11-14,56.5000,794,794,0,0,0.0,0,0.0,1.4900
SPXW,P,2025-11-14,6600.0000,793,793,0,0,0.0,0,0.0,0.9200
PFE,P,2026-06-18,25.0000,793,793,0,0,0.0,0,0.0,1.7500
SPXW,P,2025-11-12,6530.0000,793,793,0,0,0.0,0,0.0,0.0300
PLTR,P,2025-11-21,180.0000,792,792,0,0,0.0,0,0.0,5.1700
NBIS,C,2025-12-05,95.0000,792,792,0,0,0.0,0,0.0,8.3900
VIXW,P,2025-11-26,14.0000,792,792,0,0,0.0,0,0.0,0.0200
SPY,C,2025-11-12,678.0000,791,791,0,0,0.0,0,0.0,5.2200
AMD,P,2025-11-14,220.0000,790,738,52,0,0.0,0,0.0,0.0800
GOOG,P,2025-11-14,280.0000,790,790,0,0,0.0,0,0.0,0.6400
SPXW,P,2025-11-26,5500.0000,790,790,0,0,0.0,0,0.0,0.7300
SPXW,C,2025-11-17,6850.0000,790,790,0,0,0.0,0,0.0,36.6000
SPY,P,2025-11-21,670.0000,789,788,1,0,0.0,0,0.0,2.2200
GLD,P,2025-11-14,380.0000,789,789,0,0,0.0,0,0.0,1.1600
SPY,C,2025-11-14,688.0000,787,783,4,0,0.0,0,0.0,0.8300
RIOT,C,2025-11-14,16.0000,787,787,0,0,0.0,0,0.0,0.2500
QQQ,C,2025-11-13,626.0000,787,787,0,0,0.0,0,0.0,0.6600
SPXW,P,2025-11-17,6800.0000,785,785,0,0,0.0,0,0.0,19.3000
MU,P,2025-11-14,225.0000,784,783,1,0,0.0,0,0.0,0.5200
DLO,C,2025-11-21,16.4700,784,784,0,0,0.0,0,0.0,0.9000
AMD,P,2025-11-21,250.0000,783,783,0,0,0.0,0,0.0,6.3000
IWM,C,2025-11-28,260.0000,781,781,0,0,0.0,0,0.0,0.2800
SPX,P,2026-02-20,6100.0000,781,781,0,0,0.0,0,0.0,57.2800
SPXW,C,2025-11-13,6825.0000,781,781,0,0,0.0,0,0.0,35.6000
SPXW,P,2026-01-08,6575.0000,780,780,0,0,0.0,0,0.0,0.0000
SLV,C,2025-11-21,50.0000,780,780,0,0,0.0,0,0.0,0.7700
XBI,C,2025-12-19,125.0000,779,779,0,0,0.0,0,0.0,0.8500
SPX,P,2026-06-18,6400.0000,779,779,0,0,0.0,0,0.0,191.2000
PLTR,P,2025-11-14,177.5000,779,776,3,0,0.0,0,0.0,1.5800
LAZR,P,2026-01-16,1.0000,779,779,0,0,0.0,0,0.0,0.4800
SPX,C,2025-11-21,7000.0000,778,778,0,0,0.0,0,0.0,7.2500
NVDA,P,2025-11-21,170.0000,777,777,0,0,0.0,0,0.0,1.1800
META,C,2025-11-14,627.5000,777,777,0,0,0.0,0,0.0,1.6600
QQQ,P,2025-11-13,617.0000,776,741,35,0,0.0,0,0.0,1.6500
SPXW,P,2025-11-12,6540.0000,776,776,0,0,0.0,0,0.0,0.0300
SPXW,C,2025-11-12,7025.0000,775,775,0,0,0.0,0,0.0,0.0300
SPXW,C,2025-11-13,6955.0000,774,774,0,0,0.0,0,0.0,0.2500
PFE,C,2025-11-14,25.0000,773,773,0,0,0.0,0,0.0,0.8500
SPXW,P,2025-11-21,5200.0000,770,770,0,0,0.0,0,0.0,0.2500
XSP,P,2027-01-15,750.0000,770,770,0,0,0.0,0,0.0,70.2200
ASHR,C,2025-12-19,34.0000,770,770,0,0,0.0,0,0.0,0.5100
AMD,P,2025-11-21,262.5000,770,770,0,0,0.0,0,0.0,13.3000
GME,C,2025-11-14,22.0000,769,769,0,0,0.0,0,0.0,0.1000
IBIT,P,2025-11-21,58.0000,768,768,0,0,0.0,0,0.0,1.8200
IWM,C,2025-11-12,249.0000,768,668,100,0,0.0,0,0.0,0.0100
AMD,P,2025-11-14,222.5000,767,767,0,0,0.0,0,0.0,0.0900
SLV,C,2026-01-16,55.0000,767,767,0,0,0.0,0,0.0,1.3900
IBIT,C,2025-11-21,65.0000,767,767,0,0,0.0,0,0.0,0.0900
ORCL,C,2025-11-14,230.0000,767,767,0,0,0.0,0,0.0,2.4700
GLD,P,2025-11-12,382.0000,765,765,0,0,0.0,0,0.0,0.0100
SPX,P,2025-12-19,6700.0000,764,764,0,0,0.0,0,0.0,73.7000
BABA,P,2025-11-14,165.0000,764,764,0,0,0.0,0,0.0,8.2500
GOOGL,C,2025-11-21,295.0000,762,762,0,0,0.0,0,0.0,2.4100
SPX,P,2026-03-20,6300.0000,761,761,0,0,0.0,0,0.0,105.6400
AAPL,P,2025-11-14,265.0000,761,717,44,0,0.0,0,0.0,0.2000
SLV,C,2025-11-21,48.5000,759,759,0,0,0.0,0,0.0,1.3100
META,P,2025-11-14,615.0000,758,758,0,0,0.0,0,0.0,9.0500
GLD,P,2025-11-12,380.0000,756,756,0,0,0.0,0,0.0,0.0200
MARA,C,2025-11-14,14.5000,755,754,1,0,0.0,0,0.0,0.2500
AMZN,C,2025-11-14,252.5000,753,724,29,0,0.0,0,0.0,0.3300
SPXW,P,2025-11-17,6000.0000,753,753,0,0,0.0,0,0.0,0.2000
IBIT,C,2026-03-20,5.0000,753,753,0,0,0.0,0,0.0,52.7100
TSLA,C,2025-11-14,447.5000,752,748,4,0,0.0,0,0.0,1.7800
META,P,2025-12-19,585.0000,752,494,258,0,0.0,0,0.0,13.1800
SLV,P,2025-11-19,46.5000,752,752,0,0,0.0,0,0.0,0.3400
DIS,C,2026-01-16,130.0000,751,751,0,0,0.0,0,0.0,1.9500
SLV,P,2025-11-19,47.0000,751,751,0,0,0.0,0,0.0,0.5900
CORZ,C,2026-03-20,18.0000,751,751,0,0,0.0,0,0.0,2.9300
SPXW,C,2025-11-19,6940.0000,751,751,0,0,0.0,0,0.0,10.9900
SOC,C,2025-11-14,8.5000,750,750,0,0,0.0,0,0.0,0.1500
NVDA,P,2025-11-14,200.0000,750,750,0,0,0.0,0,0.0,8.1400
RUT,C,2026-03-20,1200.0000,750,750,0,0,0.0,0,0.0,1267.1100
RUT,C,2025-12-19,1200.0000,750,750,0,0,0.0,0,0.0,1259.6100
META,C,2025-11-14,617.5000,750,750,0,0,0.0,0,0.0,4.2000
SPXW,P,2025-11-12,6550.0000,748,748,0,0,0.0,0,0.0,0.0300
SPXW,P,2025-11-14,6775.0000,748,748,0,0,0.0,0,0.0,8.0700
GLD,P,2025-11-14,370.0000,747,747,0,0,0.0,0,0.0,0.2100
SPY,C,2025-11-21,690.0000,747,746,1,0,0.0,0,0.0,3.0500
META,C,2025-11-14,675.0000,747,747,0,0,0.0,0,0.0,0.1200
SPY,C,2025-11-13,691.0000,746,746,0,0,0.0,0,0.0,0.0800
PFE,C,2025-11-21,25.0000,746,746,0,0,0.0,0,0.0,0.9500
SPXW,P,2025-11-14,6250.0000,746,746,0,0,0.0,0,0.0,0.1500
CRCL,P,2025-11-14,90.0000,746,746,0,0,0.0,0,0.0,5.0100
MARA,P,2025-11-21,33.0000,745,745,0,0,0.0,0,0.0,18.6100
SPXW,P,2025-11-21,6730.0000,744,744,0,0,0.0,0,0.0,24.1000
BBAI,C,2025-11-21,7.0000,743,743,0,0,0.0,0,0.0,0.5000
SPX,P,2025-12-19,6850.0000,743,743,0,0,0.0,0,0.0,118.6500
RR,C,2026-03-20,8.0000,743,743,0,0,0.0,0,0.0,0.3900
CRWV,C,2025-11-21,100.0000,742,740,2,0,0.0,0,0.0,1.0700
CRCL,P,2025-11-14,100.0000,742,742,0,0,0.0,0,0.0,13.1000
GLD,C,2025-11-21,385.0000,742,742,0,0,0.0,0,0.0,7.0000
XSP,C,2025-11-14,682.0000,741,741,0,0,0.0,0,0.0,4.5300
SPXW,P,2025-11-17,6750.0000,741,741,0,0,0.0,0,0.0,10.1000
SPXW,C,2025-11-19,6850.0000,741,741,0,0,0.0,0,0.0,48.2000
AFRM,C,2026-01-16,40.0000,740,740,0,0,0.0,0,0.0,39.2900
IWM,C,2025-11-21,260.0000,738,738,0,0,0.0,0,0.0,0.1100
RIOT,C,2026-03-20,20.0000,738,738,0,0,0.0,0,0.0,2.0100
RIVN,C,2025-12-19,20.0000,738,738,0,0,0.0,0,0.0,0.6300
SPXW,P,2025-11-13,6875.0000,738,738,0,0,0.0,0,0.0,32.8800
VIX,C,2025-12-17,21.0000,735,735,0,0,0.0,0,0.0,1.6900
VIX,C,2025-11-19,50.0000,734,734,0,0,0.0,0,0.0,0.0300
GME,C,2025-11-14,21.0000,733,733,0,0,0.0,0,0.0,0.4800
RIVN,C,2025-11-14,17.0000,732,731,1,0,0.0,0,0.0,0.6000
SPXW,P,2025-11-14,6830.0000,732,732,0,0,0.0,0,0.0,20.2800
SPXW,C,2025-11-18,7175.0000,732,732,0,0,0.0,0,0.0,0.1500
PFE,C,2025-12-19,26.0000,731,731,0,0,0.0,0,0.0,0.8400
SPXW,P,2025-11-12,6605.0000,729,729,0,0,0.0,0,0.0,0.0300
TSLA,C,2025-11-14,465.0000,729,726,3,0,0.0,0,0.0,0.3500
AMD,C,2025-11-21,250.0000,729,729,0,0,0.0,0,0.0,12.9000
MTSR,C,2025-11-21,55.0000,729,729,0,0,0.0,0,0.0,15.8300
SLV,C,2026-03-20,44.0000,728,728,0,0,0.0,0,0.0,6.5000
TSLA,C,2025-11-28,500.0000,727,727,0,0,0.0,0,0.0,2.3500
XSP,P,2025-12-10,650.0000,726,726,0,0,0.0,0,0.0,2.7400
SPXW,P,2025-11-19,6655.0000,726,726,0,0,0.0,0,0.0,7.3000
PFE,C,2025-11-14,27.0000,725,725,0,0,0.0,0,0.0,0.0300
NVDA,C,2025-12-19,200.0000,725,725,0,0,0.0,0,0.0,8.7000
MSFT,P,2025-11-14,500.0000,724,723,1,0,0.0,0,0.0,0.9400
IBIT,C,2026-01-16,74.0000,721,721,0,0,0.0,0,0.0,0.8500
IBIT,P,2026-01-16,74.0000,720,720,0,0,0.0,0,0.0,15.4300
SPXW,P,2025-11-14,6765.0000,718,718,0,0,0.0,0,0.0,7.0100
TTD,C,2025-12-05,50.0000,717,717,0,0,0.0,0,0.0,0.9000
UVXY,P,2025-11-14,10.0000,717,717,0,0,0.0,0,0.0,0.1900
QQQ,P,2025-11-24,575.0000,716,716,0,0,0.0,0,0.0,0.9700
XSP,P,2026-12-18,760.0000,716,716,0,0,0.0,0,0.0,74.5000
QQQ,P,2025-11-24,570.0000,715,715,0,0,0.0,0,0.0,0.6100
QQQ,C,2025-11-24,650.0000,715,715,0,0,0.0,0,0.0,0.6300
GLD,C,2025-11-21,395.0000,715,715,0,0,0.0,0,0.0,3.2000
GLD,C,2025-11-12,382.0000,715,715,0,0,0.0,0,0.0,4.0400
XSP,P,2025-12-10,620.0000,714,714,0,0,0.0,0,0.0,1.1300
QQQ,C,2025-11-24,655.0000,714,714,0,0,0.0,0,0.0,0.3900
SOFI,C,2025-11-21,30.0000,713,713,0,0,0.0,0,0.0,2.4300
PLTR,C,2025-11-14,215.0000,712,712,0,0,0.0,0,0.0,0.0200
GOOGL,P,2025-11-14,285.0000,712,712,0,0,0.0,0,0.0,2.2200
QQQ,C,2025-11-14,629.0000,711,280,431,0,0.0,0,0.0,0.8100
SPXW,P,2025-11-19,6710.0000,710,710,0,0,0.0,0,0.0,12.0100
SPXW,C,2025-11-28,6900.0000,710,710,0,0,0.0,0,0.0,53.2000
JD,P,2025-11-28,31.5000,709,709,0,0,0.0,0,0.0,1.4800
GLD,P,2025-11-19,360.0000,709,709,0,0,0.0,0,0.0,0.2600
VIX,C,2025-11-19,17.5000,709,709,0,0,0.0,0,0.0,1.1900
XSP,P,2025-11-12,687.0000,709,709,0,0,0.0,0,0.0,2.0600
SPY,P,2025-11-13,675.0000,709,661,48,0,0.0,0,0.0,0.3200
RUT,P,2025-12-19,2200.0000,706,706,0,0,0.0,0,0.0,9.5500
AMZN,C,2025-12-19,270.0000,706,540,166,0,0.0,0,0.0,2.0700
CRWV,C,2025-11-14,90.0000,706,706,0,0,0.0,0,0.0,1.2000
OPEN,P,2025-11-21,8.5000,705,705,0,0,0.0,0,0.0,0.5800
TSLA,P,2025-11-14,417.5000,705,705,0,0,0.0,0,0.0,2.2600
XSP,P,2025-11-13,682.0000,704,704,0,0,0.0,0,0.0,0.9800
PLTR,P,2025-11-14,190.0000,704,703,1,0,0.0,0,0.0,8.6200
SPXW,P,2025-11-21,6800.0000,703,703,0,0,0.0,0,0.0,40.7000
SOFI,C,2025-11-14,34.0000,703,703,0,0,0.0,0,0.0,0.1000
IWM,C,2025-12-05,260.0000,703,703,0,0,0.0,0,0.0,0.6600
BABA,C,2025-11-14,185.0000,702,702,0,0,0.0,0,0.0,0.0100
OKLO,C,2025-11-14,120.0000,702,702,0,0,0.0,0,0.0,2.7600
SPXW,C,2025-11-14,6845.0000,700,700,0,0,0.0,0,0.0,31.2000
QQQ,P,2025-11-14,612.0000,700,700,0,0,0.0,0,0.0,1.4100
RR,C,2027-01-15,7.0000,700,700,0,0,0.0,0,0.0,1.5300
NEO,C,2025-12-19,10.0000,700,700,0,0,0.0,0,0.0,0.8500
NEO,C,2026-05-15,13.0000,700,700,0,0,0.0,0,0.0,0.8500
GOOGL,C,2025-11-14,295.0000,700,699,1,0,0.0,0,0.0,0.3700
JMIA,C,2025-11-21,11.0000,699,699,0,0,0.0,0,0.0,0.6500
OPEN,C,2025-11-14,11.0000,698,698,0,0,0.0,0,0.0,0.0500
TSLA,P,2025-11-21,420.0000,698,698,0,0,0.0,0,0.0,8.2500
AMZN,C,2025-11-21,250.0000,697,688,9,0,0.0,0,0.0,2.5500
AEVA,C,2026-01-16,15.0000,697,697,0,0,0.0,0,0.0,1.3000
SPY,C,2026-01-16,700.0000,697,693,4,0,0.0,0,0.0,10.5100
QQQ,C,2025-12-19,635.0000,696,696,0,0,0.0,0,0.0,10.8400
NOK,C,2025-11-21,7.0000,694,694,0,0,0.0,0,0.0,0.2700
CORZ,C,2025-12-19,18.0000,694,694,0,0,0.0,0,0.0,1.1500
SPXW,P,2025-11-13,6695.0000,693,693,0,0,0.0,0,0.0,0.6700
IWM,C,2025-11-14,245.0000,693,690,3,0,0.0,0,0.0,1.0500
IWM,C,2025-11-12,248.0000,693,685,8,0,0.0,0,0.0,0.0100
C,C,2025-11-14,101.0000,692,692,0,0,0.0,0,0.0,2.2700
QQQ,P,2025-11-14,623.0000,691,691,0,0,0.0,0,0.0,5.4400
NFLX,C,2025-11-14,1150.0000,691,691,0,0,0.0,0,0.0,18.0000
SOFI,P,2025-12-19,27.0000,689,689,0,0,0.0,0,0.0,0.9100
SPX,C,2025-12-19,6890.0000,689,689,0,0,0.0,0,0.0,114.8000
CIFR,C,2025-11-21,18.0000,689,689,0,0,0.0,0,0.0,0.9900
SPXW,C,2025-11-17,6840.0000,689,689,0,0,0.0,0,0.0,41.9400
NU,C,2026-04-17,20.0000,688,669,19,0,0.0,0,0.0,0.7400
SPY,P,2025-12-19,651.0000,687,687,0,0,0.0,0,0.0,4.5300
XSP,P,2025-11-13,681.0000,686,686,0,0,0.0,0,0.0,0.7700
SLV,C,2025-11-14,45.5000,686,686,0,0,0.0,0,0.0,3.1800
QBTS,C,2025-11-21,30.0000,686,686,0,0,0.0,0,0.0,0.9300
SPXW,C,2025-11-19,6925.0000,685,685,0,0,0.0,0,0.0,14.1000
IBIT,C,2025-12-19,75.0000,685,685,0,0,0.0,0,0.0,0.2500
TSLA,C,2025-11-21,450.0000,685,681,4,0,0.0,0,0.0,6.6000
QQQ,C,2025-11-12,631.0000,684,683,1,0,0.0,0,0.0,0.0100
QQQ,P,2025-11-13,612.0000,684,684,0,0,0.0,0,0.0,0.6400
SPXW,P,2025-11-14,6705.0000,684,684,0,0,0.0,0,0.0,2.8000
ORCL,C,2025-11-21,250.0000,683,683,0,0,0.0,0,0.0,1.1300
BTE,C,2026-04-17,2.5000,683,683,0,0,0.0,0,0.0,0.6500
SOFI,C,2025-11-21,31.0000,683,683,0,0,0.0,0,0.0,1.7400
ORCL,C,2025-11-14,257.5000,683,683,0,0,0.0,0,0.0,0.0800
TSLA,C,2025-12-19,450.0000,683,683,0,0,0.0,0,0.0,20.8500
TSLA,C,2025-11-21,430.0000,683,682,1,0,0.0,0,0.0,13.4800
AMD,P,2025-12-19,240.0000,683,682,1,0,0.0,0,0.0,9.8400
NVDA,P,2025-11-21,175.0000,682,682,0,0,0.0,0,0.0,2.0300
SPY,C,2025-11-14,680.0000,681,673,8,0,0.0,0,0.0,4.8200
RKT,C,2025-11-14,18.0000,681,681,0,0,0.0,0,0.0,0.2700
OPEN,P,2025-11-14,7.0000,681,681,0,0,0.0,0,0.0,0.0200
HOOD,C,2025-11-14,140.0000,681,681,0,0,0.0,0,0.0,0.5900
GOOG,P,2025-11-14,282.5000,681,681,0,0,0.0,0,0.0,1.1200
IBIT,C,2025-11-14,59.0000,681,681,0,0,0.0,0,0.0,0.2500
SLV,C,2025-12-19,55.0000,678,678,0,0,0.0,0,0.0,0.8400
PLTR,P,2025-11-14,170.0000,678,678,0,0,0.0,0,0.0,0.4500
SOXX,P,2025-12-19,290.0000,676,676,0,0,0.0,0,0.0,9.6000
MSFT,P,2025-11-14,485.0000,675,675,0,0,0.0,0,0.0,0.1100
SLV,C,2025-11-12,47.0000,675,675,0,0,0.0,0,0.0,1.5200
VIXW,C,2025-11-26,25.0000,674,674,0,0,0.0,0,0.0,0.4900
QQQ,C,2025-11-12,632.0000,674,674,0,0,0.0,0,0.0,0.0100
AMD,C,2025-11-14,272.5000,674,674,0,0,0.0,0,0.0,0.6700
SPY,P,2025-11-21,660.0000,674,674,0,0,0.0,0,0.0,1.0700
XSP,P,2025-11-12,665.0000,673,673,0,0,0.0,0,0.0,0.0100
SPY,P,2025-11-13,673.0000,673,643,30,0,0.0,0,0.0,0.2000
SPXW,P,2025-11-28,6850.0000,673,673,0,0,0.0,0,0.0,71.2000
CRCL,C,2025-11-21,95.0000,673,673,0,0,0.0,0,0.0,2.7700
GLD,C,2025-11-12,383.0000,672,672,0,0,0.0,0,0.0,3.1500
META,P,2025-11-14,607.5000,672,672,0,0,0.0,0,0.0,5.3000
UNH,P,2025-12-19,300.0000,672,672,0,0,0.0,0,0.0,2.6900
SPX,P,2026-06-18,5600.0000,672,672,0,0,0.0,0,0.0,85.3000
SPXW,C,2025-11-21,6900.0000,669,669,0,0,0.0,0,0.0,36.6000
SPXW,P,2025-11-18,6795.0000,668,668,0,0,0.0,0,0.0,22.9300
SPY,C,2025-11-13,681.0000,668,667,1,0,0.0,0,0.0,3.2300
IWM,P,2025-11-13,243.0000,667,666,1,0,0.0,0,0.0,0.6100
SPY,C,2025-11-28,700.0000,666,666,0,0,0.0,0,0.0,1.4400
VIX,C,2026-02-18,75.0000,666,666,0,0,0.0,0,0.0,0.4400
QQQ,P,2025-11-13,614.0000,666,666,0,0,0.0,0,0.0,0.9600
QQQ,C,2025-11-13,629.0000,665,665,0,0,0.0,0,0.0,0.2600
AAPL,C,2025-11-21,270.0000,665,665,0,0,0.0,0,0.0,6.6400
TSLA,C,2026-01-16,500.0000,663,663,0,0,0.0,0,0.0,17.3000
SPXW,C,2025-11-24,6905.0000,663,663,0,0,0.0,0,0.0,37.7000
SPXW,P,2025-11-28,6800.0000,663,663,0,0,0.0,0,0.0,54.3500
QQQ,C,2025-11-14,619.0000,662,662,0,0,0.0,0,0.0,4.6200
VIX,C,2026-04-15,55.0000,661,661,0,0,0.0,0,0.0,0.8800
SPXW,C,2025-12-05,6900.0000,661,661,0,0,0.0,0,0.0,71.3900
HOOD,P,2025-11-14,128.0000,661,661,0,0,0.0,0,0.0,1.1100
SMR,C,2026-01-16,30.0000,660,660,0,0,0.0,0,0.0,2.9800
GLD,P,2025-11-19,363.0000,660,660,0,0,0.0,0,0.0,0.3400
SPX,C,2026-03-20,7100.0000,660,660,0,0,0.0,0,0.0,170.9000
META,C,2027-12-17,5.0000,660,660,0,0,0.0,0,0.0,606.0800
META,P,2025-11-14,620.0000,659,659,0,0,0.0,0,0.0,12.2000
SPX,C,2025-12-19,7075.0000,657,657,0,0,0.0,0,0.0,37.8000
SPXW,P,2025-11-19,6730.0000,657,657,0,0,0.0,0,0.0,15.2000
CRCL,P,2025-11-14,85.0000,656,656,0,0,0.0,0,0.0,2.2000
SPXW,P,2025-11-25,6775.0000,656,656,0,0,0.0,0,0.0,40.9100
TSLA,C,2025-11-14,490.0000,656,656,0,0,0.0,0,0.0,0.0600
SLV,C,2025-11-14,51.0000,656,656,0,0,0.0,0,0.0,0.1200
SPY,C,2025-11-17,685.0000,656,643,13,0,0.0,0,0.0,2.5600
IREN,C,2025-11-21,50.0000,655,655,0,0,0.0,0,0.0,7.0000
SPXW,C,2025-11-21,6905.0000,655,655,0,0,0.0,0,0.0,34.1900
SPXW,P,2025-11-14,5700.0000,655,655,0,0,0.0,0,0.0,0.0500
SPXW,P,2025-12-19,6400.0000,655,655,0,0,0.0,0,0.0,31.0800
CSCO,C,2025-11-21,85.0000,654,654,0,0,0.0,0,0.0,0.1300
BAC,C,2025-11-21,52.5000,653,653,0,0,0.0,0,0.0,1.9000
SPY,P,2025-11-14,685.0000,653,651,2,0,0.0,0,0.0,3.8700
EQT,C,2025-11-21,62.0000,653,653,0,0,0.0,0,0.0,0.8900
IREN,C,2025-11-14,70.0000,652,652,0,0,0.0,0,0.0,0.0300
IWM,P,2025-12-19,232.0000,652,652,0,0,0.0,0,0.0,2.8500
SPXW,P,2025-11-28,6750.0000,651,651,0,0,0.0,0,0.0,42.2000
OPEN,C,2026-01-16,10.0000,651,651,0,0,0.0,0,0.0,1.6400
CRWV,C,2025-11-14,95.0000,650,650,0,0,0.0,0,0.0,0.3800
NBIS,C,2025-11-14,110.0000,650,650,0,0,0.0,0,0.0,0.2200
FXI,P,2026-01-16,39.0000,650,650,0,0,0.0,0,0.0,0.9300
GLD,P,2025-11-14,378.0000,649,649,0,0,0.0,0,0.0,0.7900
SPX,P,2025-12-19,5400.0000,649,649,0,0,0.0,0,0.0,4.8000
QQQ,C,2025-11-12,615.0000,646,646,0,0,0.0,0,0.0,5.1200
TZA,C,2025-11-14,8.0000,646,496,150,0,0.0,0,0.0,0.1100
OPEN,C,2025-11-28,10.0000,646,646,0,0,0.0,0,0.0,0.6200
SPXW,P,2025-11-14,6780.0000,644,644,0,0,0.0,0,0.0,9.0500
SPXW,P,2025-11-21,6815.0000,644,644,0,0,0.0,0,0.0,45.1000
SPXW,P,2025-11-19,5200.0000,644,644,0,0,0.0,0,0.0,0.1000
XSP,P,2025-12-10,660.0000,644,644,0,0,0.0,0,0.0,3.6300
SPY,P,2025-11-13,685.0000,644,632,12,0,0.0,0,0.0,3.3500
NVDA,C,2025-11-14,215.0000,643,643,0,0,0.0,0,0.0,0.0200
TSLA,P,2025-11-14,422.5000,643,643,0,0,0.0,0,0.0,3.6700
GLD,P,2025-11-12,385.0000,643,643,0,0,0.0,0,0.0,0.0300
INDA,P,2025-11-21,53.0000,642,642,0,0,0.0,0,0.0,0.1400
SOFI,C,2025-11-14,33.5000,642,642,0,0,0.0,0,0.0,0.1600
AMD,C,2025-11-14,300.0000,642,642,0,0,0.0,0,0.0,0.0400
SPXW,P,2025-11-21,6600.0000,641,641,0,0,0.0,0,0.0,9.6000
META,C,2025-11-21,620.0000,639,639,0,0,0.0,0,0.0,9.1000
AMD,P,2026-01-16,200.0000,637,637,0,0,0.0,0,0.0,3.7900
SPY,P,2025-11-14,684.0000,637,628,9,0,0.0,0,0.0,3.3800
SPXW,P,2025-11-18,6670.0000,637,637,0,0,0.0,0,0.0,5.3600
SPXW,P,2025-11-14,6685.0000,637,637,0,0,0.0,0,0.0,2.3500
SPXW,P,2025-11-21,6775.0000,637,637,0,0,0.0,0,0.0,33.7400
SPXW,C,2025-11-17,7025.0000,636,636,0,0,0.0,0,0.0,0.1500
SPXW,C,2025-11-19,6950.0000,636,636,0,0,0.0,0,0.0,8.3000
SPXW,P,2025-11-19,6715.0000,636,636,0,0,0.0,0,0.0,12.8000
CSCO,P,2025-11-14,68.0000,636,636,0,0,0.0,0,0.0,0.3100
KR,C,2025-11-14,67.0000,636,625,11,0,0.0,0,0.0,0.1400
IBIT,C,2025-12-19,80.0000,636,636,0,0,0.0,0,0.0,0.1500
FXI,P,2025-11-21,37.0000,635,635,0,0,0.0,0,0.0,0.0400
BBAI,C,2025-12-19,7.0000,635,605,30,0,0.0,0,0.0,0.8900
